id,module,supermodule,dim_1,dim_2
ENSMUSG00000024608,5,1,4.66488130958039,-1.75107798782401
ENSMUSG00000015575,4,1,1.94636209876495,-4.02109757867866
ENSMUSG00000064370,10,1,-19.0955051573996,-11.318092503224
ENSMUSG00000027447,2,2,-0.295630970883788,2.56288798841424
ENSMUSG00000046330,5,1,5.32923849494415,-1.98104528394752
ENSMUSG00000064023,8,2,-0.253854075360717,5.15718205961175
ENSMUSG00000001289,5,1,5.22984846503693,-2.36364404169135
ENSMUSG00000038274,5,1,5.09896620185333,-2.5450423142057
ENSMUSG00000025351,2,2,0.19986899764496,1.90708120855279
ENSMUSG00000078578,6,2,-1.31439552633804,6.76835092100091
ENSMUSG00000059534,1,1,0.0375003424401867,-2.90262667146736
ENSMUSG00000084786,3,1,1.54044660003143,-3.32381073442512
ENSMUSG00000073987,2,2,0.904745182108461,1.36210163625664
ENSMUSG00000064358,10,1,-19.1250290068869,-11.2877599379163
ENSMUSG00000060802,2,2,0.671117624353944,1.41927584203667
ENSMUSG00000033307,1,1,0.424387535166322,-2.25938514677101
ENSMUSG00000030844,2,2,0.445236524653016,1.63202055486626
ENSMUSG00000000088,3,1,0.313962897371827,-2.9921070715528
ENSMUSG00000019505,4,1,2.88171347053009,-4.18072763887458
ENSMUSG00000008683,7,1,3.9312306252237,-1.34029362407737
ENSMUSG00000033940,3,1,2.03041919143158,-3.44732753244453
ENSMUSG00000022890,1,1,0.284400304865419,-2.49536375013404
ENSMUSG00000013622,2,2,-0.375388065267028,2.53583844694085
ENSMUSG00000055541,8,2,-1.50261119185728,5.07804473432488
ENSMUSG00000044894,1,1,-0.0550702008489978,-2.47656110731178
ENSMUSG00000059498,2,2,0.193203171801149,2.28043945821709
ENSMUSG00000024048,3,1,1.63031919867951,-3.3581172606092
ENSMUSG00000013707,2,2,0.731169065546571,2.17627867254204
ENSMUSG00000029632,1,1,-0.275863567281188,-1.53330460992866
ENSMUSG00000073412,4,1,1.71672709853607,-5.05091396776252
ENSMUSG00000031818,3,1,2.28815635116059,-2.23056570497566
ENSMUSG00000028081,7,1,4.41816528708893,-1.17795667854362
ENSMUSG00000039163,7,1,4.78134020240265,-0.588506885443262
ENSMUSG00000078974,9,1,2.75313576133209,-1.58452383485847
ENSMUSG00000043716,5,1,4.82349642188507,-1.66663960424476
ENSMUSG00000073676,9,1,0.870322307657777,-0.409587003861001
ENSMUSG00000062647,7,1,5.12095220954376,-0.909786701772741
ENSMUSG00000061477,7,1,4.49603708655792,-1.2774735173326
ENSMUSG00000029177,10,1,-14.6458334120993,8.84969600233025
ENSMUSG00000028495,7,1,3.40805109412628,-1.13582510558181
ENSMUSG00000070493,3,1,1.43030460746246,-3.16898170915656
ENSMUSG00000050552,4,1,1.62939580352265,-4.91440788713508
ENSMUSG00000030557,6,2,-1.67821747987312,6.1539529183764
ENSMUSG00000027763,6,2,-1.67723720698398,6.82105906995721
ENSMUSG00000041841,5,1,5.30960472495514,-1.67400763240867
ENSMUSG00000044783,10,1,-14.4438108596091,8.05682357343621
ENSMUSG00000064357,10,1,-19.1171821746115,-11.2920037886243
ENSMUSG00000035674,3,1,0.959622701716005,-3.71231070962959
ENSMUSG00000007892,7,1,4.85591419608551,-0.61996818390899
ENSMUSG00000003072,3,1,1.31375654609162,-2.6988109728437
ENSMUSG00000058558,7,1,4.28938444526154,-0.565311186585954
ENSMUSG00000064351,10,1,-19.1610740813498,-11.2516490599256
ENSMUSG00000040713,2,2,0.183242043566285,2.35003646406121
ENSMUSG00000009863,1,1,0.57783325583893,-1.19149855581336
ENSMUSG00000023992,2,2,-0.323007741856993,3.25593074354119
ENSMUSG00000030432,9,1,3.10139616401154,-1.55849865881019
ENSMUSG00000055839,3,1,1.20160802276093,-3.08127299753242
ENSMUSG00000038717,3,1,1.79699214370209,-3.58009687868171
ENSMUSG00000007041,3,1,2.07645328910309,-3.20784679857307
ENSMUSG00000022312,5,1,4.01013573081452,-1.87905613390022
ENSMUSG00000050856,3,1,0.467310508799135,-3.02885214296394
ENSMUSG00000042043,3,1,1.09234484107453,-2.02195981946998
ENSMUSG00000028873,10,1,-14.7215389403586,8.90927394422478
ENSMUSG00000028822,4,1,2.87504919440705,-3.75359860864692
ENSMUSG00000021040,1,1,-0.457988897252501,-0.908402957592538
ENSMUSG00000042737,1,1,0.684045394968568,-1.65892574993186
ENSMUSG00000047215,5,1,5.07580145270783,-1.83663228956275
ENSMUSG00000058443,7,1,5.25116499335724,-1.02021995988899
ENSMUSG00000022587,2,2,-0.455584088254393,1.61256083043999
ENSMUSG00000023175,2,2,-0.0279539021734607,1.28100617917962
ENSMUSG00000062691,11,2,0.124091824602662,0.43262752088494
ENSMUSG00000052146,5,1,4.94930942923981,-1.78618774620109
ENSMUSG00000022452,3,1,1.11200292975861,-2.65438906160407
ENSMUSG00000039105,4,1,1.76465280921417,-4.20825592485481
ENSMUSG00000005142,8,2,-1.14767462937874,4.380875907268
ENSMUSG00000064341,10,1,-19.1295360717062,-11.2843963286024
ENSMUSG00000041697,1,1,-0.41311244099182,-2.12354937997871
ENSMUSG00000022820,3,1,2.28611906440216,-3.15993133989387
ENSMUSG00000040824,1,1,-0.846643308091582,-2.22320822683387
ENSMUSG00000025794,7,1,3.51174457938629,-0.836420544062189
ENSMUSG00000041453,7,1,4.92038925559479,-0.74751031083279
ENSMUSG00000026605,10,1,-14.6885999831442,8.46810039075799
ENSMUSG00000020460,5,1,5.10116585166413,-2.67568544355445
ENSMUSG00000098274,7,1,4.07908209235626,-1.35619948116355
ENSMUSG00000028234,7,1,4.36845119864899,-0.621078752551607
ENSMUSG00000052160,8,2,-1.42269522874397,4.75267728361077
ENSMUSG00000035352,2,2,-0.999031761575164,2.21424659284539
ENSMUSG00000090862,5,1,4.88399179847199,-1.89651195016914
ENSMUSG00000006333,5,1,4.99053104789215,-2.66440025774055
ENSMUSG00000017466,2,2,0.237843116831361,2.14506705793328
ENSMUSG00000095687,2,2,-0.320165196347655,2.0310703137774
ENSMUSG00000029465,4,1,2.45407112510163,-4.41796866861396
ENSMUSG00000029048,1,1,-0.558287063527526,-1.44682399240547
ENSMUSG00000061315,7,1,3.75378330619293,-1.18648830858283
ENSMUSG00000033880,8,2,-1.24283436863464,2.91155942472405
ENSMUSG00000010406,9,1,2.39421614081818,-0.88684159574323
ENSMUSG00000022940,2,2,0.781935295176088,2.34036239179558
ENSMUSG00000024248,5,1,5.28329571158844,-2.13547734228187
ENSMUSG00000036908,8,2,-1.2008001896624,4.34828742536492
ENSMUSG00000018774,2,2,-0.110404172826232,2.21575673612542
ENSMUSG00000115338,1,1,-0.647898295808257,-1.09236735907607
ENSMUSG00000037649,2,2,-0.10739544956726,1.30701693090386
ENSMUSG00000068129,11,2,0.445353588175355,0.851802430476615
ENSMUSG00000064363,10,1,-19.1819748076682,-11.2328244825941
ENSMUSG00000058600,5,1,5.37892301948029,-1.71807364431434
ENSMUSG00000016319,9,1,1.27554710776764,-0.506819524441293
ENSMUSG00000042312,5,1,4.05240925223786,-2.33036450353675
ENSMUSG00000096145,11,2,-0.572092810559691,0.35493489297814
ENSMUSG00000095041,6,2,-1.66733730389518,6.37937243970818
ENSMUSG00000054364,6,2,-1.36256826846641,5.49537690671868
ENSMUSG00000060063,4,1,1.64004596145111,-5.03366772142463
ENSMUSG00000021190,8,2,-1.43438089816612,3.33545621427483
ENSMUSG00000059291,7,1,4.96121796042877,-1.03203440514617
ENSMUSG00000027673,9,1,2.00508960158783,-0.955256052885583
ENSMUSG00000033938,3,1,0.253466328692018,-3.24888292757087
ENSMUSG00000020485,4,1,2.8323832360025,-4.42969862428718
ENSMUSG00000059070,7,1,4.09117420585114,-1.27304793206268
ENSMUSG00000060791,4,1,2.46930750281769,-4.6202284475904
ENSMUSG00000073982,4,1,1.72395356566864,-4.99960772005134
ENSMUSG00000042747,1,1,-0.44821290104431,-2.06381670442634
ENSMUSG00000006519,2,2,1.08100326926666,1.27334269079156
ENSMUSG00000050708,2,2,1.0377124157663,1.31392153295464
ENSMUSG00000005779,1,1,-0.469076672482909,-2.24930957761817
ENSMUSG00000015092,3,1,1.53523405463654,-2.45353917089515
ENSMUSG00000036353,8,2,-1.30662188856644,4.34858830961175
ENSMUSG00000026895,1,1,0.249632677149354,-1.23431391326003
ENSMUSG00000000078,6,2,-0.954704204488219,6.45709928068108
ENSMUSG00000073421,2,2,0.172423800539552,3.22412475141473
ENSMUSG00000030246,2,2,-0.175044933247985,1.50596436056084
ENSMUSG00000004980,6,2,-2.02593592731994,6.96220477613396
ENSMUSG00000024646,5,1,4.19442137153107,-2.28884259668403
ENSMUSG00000027248,2,2,-0.669503072190703,1.61382611783929
ENSMUSG00000025508,7,1,4.5712714997049,-1.15486458746009
ENSMUSG00000034868,4,1,2.6866746750589,-4.51078788248115
ENSMUSG00000042770,2,2,-0.186547556806029,1.7750283101458
ENSMUSG00000006057,1,1,-0.747378328729094,-2.29125551191383
ENSMUSG00000074129,7,1,4.12231119544464,-0.945597716246179
ENSMUSG00000048163,8,2,-0.338587084699096,5.04220040830559
ENSMUSG00000044811,2,2,-0.196601668286742,2.92614706548638
ENSMUSG00000034892,5,1,5.35332020194489,-1.59678445068412
ENSMUSG00000005873,3,1,2.13459905059296,-3.31051579919868
ENSMUSG00000024208,1,1,-0.486729422498168,-1.31439963785224
ENSMUSG00000074884,4,1,1.95501216323334,-3.80339638200813
ENSMUSG00000040952,7,1,3.89924629600006,-1.13344485369735
ENSMUSG00000045690,5,1,3.9260488358255,-1.91895512548499
ENSMUSG00000025232,2,2,-0.428284684110106,3.08040412458367
ENSMUSG00000035885,3,1,2.08395274550873,-2.4238013407331
ENSMUSG00000025868,2,2,1.17454393775421,1.1464198449511
ENSMUSG00000075010,5,1,3.92937334449249,-1.93388632741981
ENSMUSG00000028798,9,1,1.04598649413544,-0.895128198538354
ENSMUSG00000035048,11,2,0.266935547899781,0.678616962756583
ENSMUSG00000005054,11,2,0.63339098365265,0.933224282588431
ENSMUSG00000093904,9,1,1.47630294234711,-0.625792243156961
ENSMUSG00000040747,4,1,3.31830318839508,-3.972954668675
ENSMUSG00000008682,5,1,5.29947002799469,-1.2524420401197
ENSMUSG00000060586,2,2,0.166547378611146,3.19470509084649
ENSMUSG00000038803,3,1,1.4722119179483,-3.06439629999214
ENSMUSG00000037499,11,2,-0.291174450803221,0.473370156611868
ENSMUSG00000039001,5,1,5.29793175132233,-1.28420362678581
ENSMUSG00000067274,7,1,3.95466669471222,-1.39036927429252
ENSMUSG00000000594,2,2,0.549110731195985,2.31952341588921
ENSMUSG00000026032,3,1,1.42802747161347,-3.12016169038825
ENSMUSG00000031447,2,2,-0.194483080792845,3.05454166921563
ENSMUSG00000036478,6,2,-0.715073684144439,6.40641721280999
ENSMUSG00000038811,11,2,-0.0161253604177845,0.425271711673209
ENSMUSG00000021242,2,2,0.245231470179139,1.27503689321465
ENSMUSG00000027848,8,2,-1.204179296184,2.45498665365166
ENSMUSG00000089929,7,1,4.80194004447418,-0.589456670556596
ENSMUSG00000030654,1,1,-1.14190034000915,-2.25122920480781
ENSMUSG00000038690,1,1,0.0785837975259411,-2.60164085832649
ENSMUSG00000030744,5,1,4.66617878348786,-1.53669080940299
ENSMUSG00000008668,7,1,4.02924641044098,-0.611322753701738
ENSMUSG00000071415,5,1,5.32597120673615,-1.74060998168998
ENSMUSG00000091537,3,1,0.383387526583253,-3.10755721536689
ENSMUSG00000014313,3,1,1.33571990401703,-2.5778620621305
ENSMUSG00000021361,1,1,-0.11272124378723,-1.28326863852554
ENSMUSG00000018927,4,1,1.88221319587189,-4.98828474489265
ENSMUSG00000021876,2,2,-0.659350016999663,2.29842790159173
ENSMUSG00000014769,1,1,-0.329689780164183,-3.05376020875984
ENSMUSG00000020477,1,1,-0.635479668069304,-2.99332848993354
ENSMUSG00000003380,4,1,3.32348402411896,-4.02672139612251
ENSMUSG00000094777,10,1,-14.7155117186789,8.89733298810906
ENSMUSG00000038235,8,2,-1.27089236109299,4.24554236921258
ENSMUSG00000031897,9,1,1.64011271865326,-0.962231167231134
ENSMUSG00000064345,10,1,-19.1462539824728,-11.2675048491102
ENSMUSG00000030786,8,2,-1.29041768043083,4.66203340085931
ENSMUSG00000057666,4,1,1.4754496422525,-3.82096759286933
ENSMUSG00000029817,6,2,-1.39893642990631,6.56018479856438
ENSMUSG00000028837,1,1,-0.0112346801046741,-1.65100643840843
ENSMUSG00000003970,7,1,4.03441675574738,-0.927085839782289
ENSMUSG00000029614,7,1,4.84524591834503,-0.693476252828172
ENSMUSG00000029580,4,1,2.56959350974518,-3.92091647592597
ENSMUSG00000018286,1,1,0.0626796093698132,-1.74543312994056
ENSMUSG00000014294,1,1,0.323852023195802,-2.27049306837135
ENSMUSG00000046364,7,1,5.13122709662873,-0.867749438260129
ENSMUSG00000022671,11,2,-0.464027920651854,0.607123456325003
ENSMUSG00000098178,10,1,-19.1039814147238,-11.3062812468153
ENSMUSG00000097971,10,1,-14.5290197524313,8.14103683027215
ENSMUSG00000057406,10,1,-14.4964117202048,8.09230311902947
ENSMUSG00000024338,1,1,0.621211132120668,-1.71266499963813
ENSMUSG00000024795,10,1,-14.5846990737204,8.34395392927117
ENSMUSG00000047675,9,1,2.48382099540192,-0.90885806140714
ENSMUSG00000028618,2,2,0.697655519556581,2.18592031988091
ENSMUSG00000022322,10,1,-14.7171310576682,8.49621566327996
ENSMUSG00000016559,6,2,-0.577758232045592,5.76094420942254
ENSMUSG00000020018,1,1,-0.85435555307907,-2.73814109769874
ENSMUSG00000054312,4,1,1.77440889747101,-3.93447152582221
ENSMUSG00000005161,1,1,-0.333731928754271,-2.8575708052259
ENSMUSG00000030785,1,1,-0.634458700108947,-1.13725218978935
ENSMUSG00000024397,11,2,0.0223928299661267,0.803600750293204
ENSMUSG00000060126,5,1,4.5770874825235,-2.12339309660011
ENSMUSG00000059089,11,2,-0.333011189389647,1.12098189386315
ENSMUSG00000052684,6,2,-1.28199226586861,6.42869504484124
ENSMUSG00000017778,3,1,0.752755722117006,-2.72737184969001
ENSMUSG00000045128,7,1,4.73913534553009,-1.1117274543386
ENSMUSG00000026786,6,2,-1.08488140432876,6.51798375638909
ENSMUSG00000026034,6,2,-1.27013398139519,6.52015765699334
ENSMUSG00000031765,2,2,0.0991782751794446,1.46644171270318
ENSMUSG00000027712,5,1,5.02592714698273,-2.68046061006599
ENSMUSG00000000628,6,2,-1.62957142098588,5.56983073743767
ENSMUSG00000034349,10,1,-14.6550869139914,8.84113200696892
ENSMUSG00000017707,2,2,-0.898018518376769,2.61025651487298
ENSMUSG00000044533,9,1,2.43900354773956,-0.860917863075069
ENSMUSG00000071014,1,1,0.182926496576844,-2.47115854230934
ENSMUSG00000062825,4,1,2.73326309592682,-4.45801226106696
ENSMUSG00000029642,9,1,3.31246241004425,-1.04603006747775
ENSMUSG00000020857,5,1,4.03980596930939,-2.20167068449073
ENSMUSG00000000740,7,1,4.80944164664704,-0.578301154647401
ENSMUSG00000052837,6,2,-0.691278437066497,6.31989272626824
ENSMUSG00000028367,4,1,1.60460432441193,-4.38920513597541
ENSMUSG00000041736,4,1,1.1878064480539,-3.9087330481153
ENSMUSG00000023150,6,2,-1.73814601628822,6.38091739210076
ENSMUSG00000017760,2,2,-0.333388963628234,3.19858535322137
ENSMUSG00000039682,11,2,-0.518892327237548,0.2935282805819
ENSMUSG00000036835,4,1,2.98964413077789,-3.76342765298896
ENSMUSG00000042462,1,1,-1.28447539536995,-2.15902737585121
ENSMUSG00000071866,1,1,-0.466322818684996,-2.4380778452497
ENSMUSG00000028964,1,1,-0.731104055333556,-2.39901510683112
ENSMUSG00000046516,4,1,2.25253137023407,-4.44330517259651
ENSMUSG00000022415,2,2,-0.00917641251129031,1.38192018064446
ENSMUSG00000075706,3,1,1.7933424320932,-3.58995262590461
ENSMUSG00000063856,4,1,1.44348653228241,-4.30516449419074
ENSMUSG00000071528,3,1,0.988890251230775,-3.17791239229255
ENSMUSG00000028062,3,1,1.24923332602936,-2.79892889467292
ENSMUSG00000030220,4,1,2.25253804595429,-4.51697079149299
ENSMUSG00000026548,11,2,-0.444654980588378,0.39237614664025
ENSMUSG00000045328,10,1,-14.7561163100485,8.78233893903679
ENSMUSG00000056201,3,1,2.31144054801422,-3.2147485396009
ENSMUSG00000036594,2,2,0.154912790369569,3.18579681905694
ENSMUSG00000021282,6,2,-1.50632650582832,6.82261069807
ENSMUSG00000044627,1,1,-0.752550342965544,-1.44482050148063
ENSMUSG00000021134,6,2,-0.762188652444304,6.34782966169305
ENSMUSG00000053819,6,2,-1.92058662502808,6.58288367780633
ENSMUSG00000024854,2,2,-0.0555636080984485,2.75830753835625
ENSMUSG00000020181,6,2,-1.79920866518062,6.22456820997185
ENSMUSG00000027133,1,1,-0.576330462384642,-3.03960029092842
ENSMUSG00000052428,11,2,-0.33200732796234,-0.337110706244043
ENSMUSG00000061474,1,1,-0.807601908135833,-1.54570177999549
ENSMUSG00000054675,8,2,-1.39146941332859,4.14536412748284
ENSMUSG00000030695,5,1,4.95446213157135,-2.76693002191596
ENSMUSG00000030560,11,2,-0.605241933751525,0.582101784076163
ENSMUSG00000022193,1,1,-0.442861476827086,-2.34666029420905
ENSMUSG00000025204,1,1,0.210840543818055,-2.36333254781776
ENSMUSG00000022354,3,1,0.480886539530336,-3.21792499033027
ENSMUSG00000022450,5,1,4.42945297629791,-2.30258301702552
ENSMUSG00000003226,6,2,-1.99468783466858,6.87426312955804
ENSMUSG00000024661,2,2,1.08613379867035,1.26281126531548
ENSMUSG00000029430,1,1,-1.25872305958313,-2.22538057771736
ENSMUSG00000037685,6,2,-1.74117357461494,5.82542165311761
ENSMUSG00000028478,2,2,0.599236091684877,1.41352160963006
ENSMUSG00000030122,11,2,0.224121412348329,0.577777586306998
ENSMUSG00000020432,2,2,-0.279476204801024,3.13469561132378
ENSMUSG00000060036,7,1,4.63771065146881,-0.549547412071756
ENSMUSG00000024829,1,1,-0.790812769818724,-2.075005449925
ENSMUSG00000063511,6,2,-1.83436560063404,6.81310542615838
ENSMUSG00000015947,2,2,-1.08964399426025,2.22351201566643
ENSMUSG00000068749,1,1,-0.66577939121765,-2.31442944017463
ENSMUSG00000014361,6,2,-1.54456160395187,5.61089404615349
ENSMUSG00000021606,1,1,-0.0791634711508167,-2.18779233900123
ENSMUSG00000022400,3,1,0.293442210268556,-3.16403547731452
ENSMUSG00000041515,8,2,-1.40948679475826,4.42339643033929
ENSMUSG00000030793,11,2,0.322586974215089,0.424808106746146
